Customer Num,Company,"Address, City, State & Zip",Salesman Assigned,Postal Code,State License Num,On-Off Premise,City,County,Deliveryman Assigned
2049,Brookshire Grocery #60 - Quitman,"502 E Goode St., Quitman, TX 75783",Ronnie Esposito,75783,BQ875777,Off Premise,Quitman,Wood,East Texas Drivers
2050,Brookshire Grocery #4 - Emory,"959 E Lennon Dr., Emory, TX 75440",Torie Shelton,75440,BQ724762,Off Premise,Emory,Rains,East Texas Drivers
2051,Brookshire Grocery #110 - Jefferson,"404 E Broadway St., Jefferson, TX 75657",Ronnie Esposito,75657,BQ574146,Off Premise,Jefferson,Marion,East Texas Drivers
2053,Bread Basket - Ridge Parkway,"1800 Scofield Ridge Pkwy, AUSTIN, TX 78727",Tim Vela,78727,BF981173,On Premise,AUSTIN,Travis,Manny Chavez
2055,Civil Pour,"8061 WALNUT HILL LANE SUITE 924, Dallas, TX 75231",Harrison Boyland,75231,BG1013970,On Premise,Dallas,Dallas,Joe Fronczek
2066,Brookshire Grocery #80 - Gilmore,"1800 N Wood, Gilmer, TX 75644",Ronnie Esposito,75644,BQ875234,Off Premise,Gilmer,Upshur,East Texas Drivers
2067,Colonial Country Club - Fort Worth,"3735 Country Club Circle, Fort Worth, TX 76109",Taylor Coward,76109,MB068949,On Premise,Fort Worth,Tarrant,Jose Vital
2068,Hopdoddy - Euless,"1200 Chisom Trail, Euless, TX 76039",Nathan Zaremba,76039,MB1013338,On Premise,Euless,Tarrant,Justin Stryker
2070,The Rim Craft Drafts & Eats - Burleson,"295 E Renfro St., Burleson, TX 76028",Justin Page,76028,RM1011438,On Premise,Burleson,Johnson,James Liston
2071,The Space - Fort Worth,"1309 S Adams ST., Fort Worth, TX 76104",Taylor Coward,76104,BG913145,On Premise,Fort Worth,Tarrant,James Liston
2073,Spectrum Events,"395 Purcey St, Fort Worth, TX 76102",House Accounts DFW,76102,BG476085,On Premise,Fort Worth,Tarrant,None
2074,Market Street #696 - Mansfield,"3145 E Broad St., Mansfield, TX 76063",Justin Page,76063,BG1008075,Off Premise,Mansfield,Tarrant,Jose Vital
2075,Bread Basket - Jones RD.,"2623 Jones Rd., AUSTIN, TX 78745",Tim Vela,78745,BQ289903,On Premise,AUSTIN,Travis,Manny Chavez
2078,The Craftcade,"615 S Jennings Ave, Fort Worth, TX 76104",Taylor Coward,76104,MB1004045,On Premise,Fort Worth,Tarrant,Joe Fronczek
2090,Mom's Store #8 - Hwy 71,"9341 Hwy 71 West, AUSTIN, TX 78735",Josh Jennings,78735,BF989163,Off Premise,AUSTIN,Travis,Manny Chavez
2092,Celebration Association - Festival Account,"125 Davis Street S, Sulphur Springs, TX 75482",House Accounts DFW,75482,SB 2935061,On Premise,Sulphur Springs,Hopkins,None
2094,Nosh and Bottle - Irving,"370 West Las Colinas Blvd., Irving, TX 75039",Nathan Zaremba,75039,BG1015850,Off Premise,Irving,Dallas,Jose Vital
2095,San Antonio Botanical Garden Society,"555 Funston Place, San Antonio, TX 78209",Josh Jennings,78209,SB 3024321,On Premise,San Antonio,Bexar,Joe Castro
2096,Brookshire Grocery #77 - Corsicana,"800 N Main St., Corsicana, TX 75110",Ronnie Esposito,75110,BQ564814,Off Premise,Corsicana,Navarro,East Texas Drivers
2097,Bread Basket - Justin Lane,"2213 Justin Lane, AUSTIN, TX 78757",Tim Vela,78757,BF645532,Off Premise,AUSTIN,Travis,Manny Chavez
2103,Grrrowler's - The Colony,"5800 Windhaven Pkwy, The Colony, TX 75093",Hudson Boyd,75093,BG1003887,On Premise,The Colony,Denton,Ronald Streng
2104,Spec's #27 - Dripping Springs,"166 Hargraves Dr., DRIPPING SPRINGS, TX 78737",Josh Jennings,78737,BF987265,Off Premise,DRIPPING SPRINGS,Travis,Manny Chavez
2110,Cannon Chinese Kitchen - Fort Worth,"304 W Cannon St., Fort Worth, TX 76104",Taylor Coward,76104,MB897574,On Premise,Fort Worth,Tarrant,Joe Fronczek
2113,Growler USA - The Colony,"6520 Cascades CT., The Colony, TX 75056",Hudson Boyd,75056,BG1014846,On Premise,The Colony,Denton,James Liston
2115,Bastrop Beer Co. - Bastrop,"1008 Main St., BASTROP, TX 78602",Josh Jennings,78602,BG1008849,On Premise,BASTROP,Bastrop,Manny Chavez
2116,Growler Express - Buda,"1567 Main St., BUDA, TX 78610",Josh Jennings,78610,BG1010705,On Premise,BUDA,Hays,Manny Chavez
2130,Tricky Fish- FW,"5917 Convair, Fort Worth, TX 76109",Taylor Coward,76109,MB1022380,On Premise,Fort Worth,Tarrant,Jose Vital
2132,Tiger Farms Market - Burleson,"1411 SW Wilshire Blvd., Burleson, TX 76028",Justin Page,76028,BQ1012349,Off Premise,Burleson,Johnson,Jose Vital
2135,Liquor Mart - Nacozdoches,"1501 N Street, Nacogdoches, TX 75965",Ronnie Esposito,75965,P 1011999,Off Premise,Nacogdoches,Nacogdoches,East Texas Drivers
2136,Bar Keeps - Nacogdoches,"3308 N Street, Nacogdoches, TX 75965",Ronnie Esposito,75965,MB1004973,On Premise,Nacogdoches,Nacogdoches,East Texas Drivers
2137,Maklemore's Ale-House - Nacogdoches,"2304 North St, Nacogdoches, TX 75965",Ronnie Esposito,75965,MB862005,On Premise,Nacogdoches,Nacogdoches,East Texas Drivers
2150,Spec's #168 - Little Elm,"27100 US HWY 380, Little Elm, TX 75068",Jack Stephenson,75068,BF1016797,Off Premise,Little Elm,Denton,Ronald Streng
2151,Chili's #326 - Longview,"2800 Judson Rd,, Longview, TX 75605",Ronnie Esposito,75605,RM668939,On Premise,Longview,Gregg,East Texas Drivers
2168,Back Porch Draft House - Wichita Falls,"4214 Kell BLVD, Wichita Falls, TX 76309",Nathan Zaremba,76309,MB872375,On Premise,Wichita Falls,Wichita,James Liston
2174,Brookshire's Grocery #19 - Wills Point,"1105 W S Commerce ST., Wills Point, TX 75169",Ronnie Esposito,75169,BQ726829,Off Premise,Wills Point,Van Zandt,East Texas Drivers
2175,Underdog Pub - Houston,"4212 Washington Ave., HOUSTON, TX 77007",Jami Ontiveros,77007,MB826060,On Premise,HOUSTON,Harris,David Cash
2177,Las Ranitas - Richardson,"812 S Central Expressway, Richardson, TX 75080",Harrison Boyland,75080,RM1018644,On Premise,Richardson,Dallas,Joe Fronczek
2178,Brookshire Grocery #30 - Palestine,"2107 LOOP 256 SOUTH, Palestine, TX 75801",Ronnie Esposito,75801,BQ574860,Off Premise,Palestine,Anderson,East Texas Drivers
2180,A & R Liquor - Spring,"18514 Kuykendahl Rd, SPRING, TX 77379",Jami Ontiveros,77379,BF468310,Off Premise,SPRING,Harris,David Cash
2185,Kung Fu Saloon - Fort Worth,"2818 Morton St., Fort Worth, TX 76107",Taylor Coward,76107,MB968101,On Premise,Fort Worth,Tarrant,Jose Vital
2186,Linden Public House - Linden,"401 E Houston St., Linden, TX 75563",Ronnie Esposito,75563,BG998936,On Premise,Linden,Cass,East Texas Drivers
2188,Velvet Taco - Preston Rd.,"11700 Preston Rd., Dallas, TX 75230",Harrison Boyland,75230,RM1015657,On Premise,Dallas,Dallas,Joe Fronczek
2194,Sky Creek Ranch - Keller,"600 Promontory DR., Keller, TX 76248",Jeff Martin,76248,MB971308,On Premise,Keller,Tarrant,Ronald Streng
2195,Kock's Liquor - Wichita Fall's,"4505 Kemp BLVD, Wichita Fall's, TX 76308",Nathan Zaremba,76308,P 544079,Off Premise,Wichita Fall's,Wichita,James Liston
2198,Free Play Arcade - Denton,"505 W Hickory St., Denton, TX 76201",Nathan Zaremba,76201,BG1021989,On Premise,Denton,Denton,Michael Weldon
2200,Funkytown Donuts - Fort Worth,"132 E 4th St., Fort Worth, TX 76104",Taylor Coward,76104,BG1022191,On Premise,Fort Worth,Tarrant,James Liston
2201,Jon Lillie's Steakhouse - Waco,"5102 N 19th St., Waco, TX 76708",Mark Molkenbuhr,76708,MB1011231,On Premise,Waco,McLennan,David Cash
2204,Taco Heads - Henderson,"1921 N Henderson Ave, Dallas, TX 75206",Mason Lowe,75206,Is Null,On Premise,Dallas,Dallas,Joe Fronczek
2206,Hot Spot - Lovelady,"240 N Commerce St., Lovelady, TX 75851",Jami Ontiveros,75851,BG1012191,Off Premise,Lovelady,Houston,David Cash
2209,Corky&#146;s Gaming Bistro - Grapevine,"3520 N Grapevine Mills Blvd., Grapevine, TX 76051",Nathan Zaremba,76051,RM1019370,On Premise,Grapevine,Tarrant,Justin Stryker
2211,D & Q Mini Mart - Houston,"806 Richmond Ave., HOUSTON, TX 77006",Jami Ontiveros,77006,BF635429,Off Premise,HOUSTON,Harris,David Cash
2213,The Corner Pub - Conroe,"304 N Main St., CONROE, TX 77301",Jami Ontiveros,77301,MB603893,On Premise,CONROE,Montgomery,David Cash
2217,Tipsy Oak - Arlington,"301 E Front St., Arlington, TX 76011",Taylor Coward,76011,MB1024001,On Premise,Arlington,Tarrant,James Liston
2226,Mutts Canine Cantina - Clearfork,"5317 Clearfork Main ST., Fort Worth, TX 76109",Taylor Coward,76109,MB1019858,On Premise,Fort Worth,Tarrant,James Liston
2238,Longhorn Ballroom - Dallas,"216 Corinth St, Dallas, TX 75207",House Accounts DFW,75207,MB993421,On Premise,Dallas,Dallas,Joe Fronczek
2244,The Benchmark American Brasserie,"4115 N Kings Hwy #111, Texarkana, TX 75503",Ronnie Esposito,75503,RM1016801,On Premise,Texarkana,Bowie,East Texas Drivers
2245,Moody Gardens - Galveston,"7 Hope Blvd, Galveston, TX 77554",Jami Ontiveros,77554,MB219738,On Premise,Galveston,Galveston,David Cash
2257,Central Market #747 - Midway,"4349 W NW HWY, Dallas, TX 75220",Brandon Byrd,75220,BF1009305,Off Premise,Dallas,Dallas,Joe Fronczek
2263,Drink of Ages Pub - Houston,"1005 Waugh Dr., Houston, TX 77019",Jami Ontiveros,77019,BG936303,On Premise,HOUSTON,Harris,David Cash
2265,Zuroma Bar & Grill - N. Richland Hills,"8851 Ice House Dr., North Richland Hills, TX 76180",Nathan Zaremba,76180,MB786022,On Premise,North Richland Hills,Tarrant,James Liston
2266,Commerce St. Draft House - Jacksonville,"401 E Commerce ST., Jacksonville, TX 75757",Ronnie Esposito,75757,BG996364,On Premise,Jacksonville,Cherokee,East Texas Drivers
2270,Big Little Market - Irving,"5240 N O'Conner, Irving, TX 75039",Justin Page,75039,BQ974052,On Premise,Irving,Dallas,Jose Vital
2272,Barrel and Bones - Fort Worth,"2600 W. 7th St, Fort Worth, TX 75056",Taylor Coward,75056,MB711084,On Premise,Fort Worth,Tarrant,James Liston
2277,Whistle Britches - Plano,"2405 Dallas Pkwy, Dallas, TX 75093",Hudson Boyd,75093,RM881376,On Premise,Dallas,Collin,Ronald Streng
2903,Palios On tap,"3673 WESTERN CENTER BOULEVARD SUITE 503, Fort Worth, TX 76137",Taylor Coward,76137,BG1011212,On Premise,Fort Worth,Tarrant,Jose Vital
2905,Al's Discount Liquor,"200 N HWY 287 North Suite B, Decatur, Tex 76234",Jeff Martin,76234,P 998212,Off Premise,Decatur,Wise,Justin Stryker
2915,Cork & Pig - Irving,"5224 N O'Connor BLVD, Irving, TX 75039",Nathan Zaremba,75039,MB1029927,On Premise,Irving,Dallas,Ronald Streng
2922,Crafted - Plano,"6121 W Park BLVD, Plano, TX 75093",Brian Schick,75093,BF949800,On Premise,Plano,Collin,Justin Stryker
2923,Basement Brewers,"521 Clay st, Kerrville, TX 78028",Josh Jennings,78028,bg991783,On Premise,Kerrville,Kerr,Joe Castro
2924,Total Wine #528 - Euless,"2501 Rio Grande Blvd., Euless, TX 76039",Jack Stephenson,76039,BF1011251,Off Premise,Euless,Tarrant,Ronald Streng
2927,Thom's Market - Spyglass Dr.,"1500A Spyglass Dr., AUSTIN, TX 78746",Tim Vela,78746,BQ1026774,On Premise,AUSTIN,Travis,Joe Castro
3444,A D Beer Wine,"565 W. Oates Road, # 115, Garland, TX 75043",Brandon Byrd,75043,BQ803035,Off Premise,Garland,Dallas,Jose Vital
3446,1001 Wine and Spirits,"1001 Ross Avenue, Dallas, TX 75247",Brandon Byrd,75247,BF711791,Off Premise,Dallas,Dallas,James Hall
3447,Buy Low Food Mart & Beer,"1401 E. Arapaho Road, Richardson, TX 75080",Brandon Byrd,75080,BF648847,Off Premise,Richardson,Dallas,Jose Vital
3451,Brewed,"801 West Magnolia Avenue, Fort Worth, TX 76104",Taylor Coward,76104,BG816027,On Premise,Fort Worth,Tarrant,Joe Fronczek
3453,Bowlounge,"167 Turtle Creek Blvd., Dallas, TX 75207",Harrison Boyland,75207,MB835451,On Premise,Dallas,Dallas,Joe Fronczek
3455,Bowen House,"2614 Boll Street, Dallas, TX 75204",Harrison Boyland,75204,MB862254,On Premise,Dallas,Dallas,Joe Fronczek
3456,Boulevardier,"408 N. Bishop, # 108, Dallas, TX 75208",Harrison Boyland,75208,RM805600,On Premise,Dallas,Dallas,Joe Fronczek
3466,Beverage Zone,"3555 Murphy Road, Suite 101, Dallas, TX 75082",Brian Schick,75082,BQ938036,Off Premise,Dallas,Collin,Jose Vital
3468,Beer and Wine World,"26 E. Debbie Lane, Suite 102, Mansfield, TX 76063",Taylor Coward,76063,BQ728219,Off Premise,Mansfield,Tarrant,James Liston
3470,The Bearded Lady,"1223 7th Avenue, Fort Worth, TX 76104",Taylor Coward,76104,MB808362,On Premise,Fort Worth,Tarrant,Joe Fronczek
3471,Bear Creek Spirits and Wine,"7101 Colleyville Blvd., Colleyville, TX 76034",Jeff Martin,76034,BF762372,Off Premise,Colleyville,Tarrant,Justin Stryker
3474,Barcadia - Ft. Worth,"816 Matisse Drive, Fort Worth, TX 76107",Taylor Coward,76107,MB763348,On Premise,Fort Worth,Tarrant,Joe Fronczek
3478,Ballpark Beverage,"2100 E. Lamar Blvd, Arlington, TX 76006",Justin Page,76006,BQ615999,Off Premise,Arlington,Tarrant,Justin Stryker
3489,Alamo Drafthouse - Richardson,"100 S. Central Expwy, #14, Richardson, TX 75080",Harrison Boyland,75080,RM845630,On Premise,Richardson,Dallas,Jose Vital
3495,Cadillac Pizza Pub,"112 S. Kentucky Street, McKinney, TX 75071",Hudson Boyd,75071,RM751112,On Premise,McKinney,Collin,Ronald Streng
3498,East Side Social Club,"117 E. Oak Street, Denton, TX 76201",Nathan Zaremba,76201,N848376,On Premise,Denton,Denton,James Liston
3499,East 1st Grocery,"1811 E. Cesar Chavez, AUSTIN, TX 78702",Tim Vela,78702,BQ703083,Off Premise,AUSTIN,Travis,Joe Castro
3505,Dancing Bear Pub,"1117 Speight Ave, Waco, TX 76706",Mark Molkenbuhr,76706,BF306476,On Premise,Waco,McLennan,Jose Vital
3506,Dan's Food Store,"1008 W. Davis St., Dallas, TX 75208",Brandon Byrd,75208,BQ786524,Off Premise,Dallas,Dallas,Joe Fronczek
3509,Dallas Beer Kitchen,"1802 Greenville Ave., Suite 110, Dallas, TX 75206",Mason Lowe,75206,MB947240,On Premise,Dallas,Dallas,Joe Fronczek
3512,Craft and Growler,"3601 Parry Ave., Dallas, TX 75226",Mason Lowe,75226,BG820668,On Premise,Dallas,Dallas,Joe Fronczek
3516,Corner Stop,"2203 Greenville Ave., Dallas, TX 75206",Brandon Byrd,75206,BF833650,Off Premise,Dallas,Dallas,Joe Fronczek
3524,Choice Beverage,"4600 W. Eldorado Pkwy., Suite 700, McKinney, TX 75070",Brian Schick,75070,BQ753252,Off Premise,McKinney,Collin,Ronald Streng
3527,Chevron Z to A & Company,"5701 McCommas Blvd., Dallas, TX 75206",Brandon Byrd,75206,BQ431113,Off Premise,Dallas,Dallas,Joe Fronczek
3531,Central Market #055 - Southlake,"1425 Southlake, Blvd., Suite 100A, Southlake, TX 76092",Jeff Martin,76092,BG853449,Off Premise,Southlake,Tarrant,Michael Weldon
3532,Central Market #653 - Preston,"10720 Preston Road, Suite 1018, Dallas, TX 75230",Brandon Byrd,75230,BG836376,Off Premise,Dallas,Dallas,Justin Stryker
3533,Central Market #546 _- Plano,"320 Coit Road, Plano, TX 75075",Brian Schick,75075,BQ507576,Off Premise,Plano,Collin,Jose Vital
3534,Central Market #545 - Ft. Worth,"4651 West Freeway, Fort Worth, TX 76107",Justin Page,76107,BG543866,Off Premise,Fort Worth,Tarrant,Joe Fronczek
3535,Central Market #552 - Lovers,"5750 E. Lovers Lane, Dallas, TX 75206",Brandon Byrd,75206,BG517385,Off Premise,Dallas,Dallas,James Hall
3537,Castle Spirits,"2540 King Aurthur Blvd., Lewisville, TX 75056",Jeff Martin,75056,BQ803035,Off Premise,Lewisville,Denton,Michael Weldon
3546,Quick Treat,"2011 W. Spring Creek Pkwy, Plano, TX 75023",Brian Schick,75023,BF733965,On Premise,Plano,Collin,Ronald Streng
3547,Press Box Grill,"1623 Main Street, Suite 191, Dallas, TX 75201",Mason Lowe,75201,MB751542,On Premise,Dallas,Dallas,James Hall
3550,The Pour House - Dallas,"1300 W. Davis, Dallas, TX 75208",Harrison Boyland,75208,RM821285,On Premise,Dallas,Dallas,Joe Fronczek
3551,Pogo's Inwood,"5360 W. Lovers Lane, Dallas, TX 75209",Brandon Byrd,75209,P217336,Off Premise,Dallas,Dallas,Ronald Streng
3559,Parkit Market,"4724 Greenville Ave, Dallas, TX 75206",Brandon Byrd,75206,BF484990,Off Premise,Dallas,Dallas,James Hall
3560,Paradise Spirits & Wines,"1217 FM 407, West Corral City, TX 76226",Jeff Martin,76226,P885216,Off Premise,West Corral City,Denton,Justin Stryker
3563,O's Spirits,"2705 NE 28th Street, Suite 100, Fort Worth, TX 76111",Justin Page,76111,BF642215,Off Premise,Fort Worth,Tarrant,Joe Fronczek
3565,One Stop Beer & Wine,"456 Country Club Road, Suite 132, Wylie, TX 75098",Brian Schick,75098,BQ819604,Off Premise,Wylie,Collin,Jose Vital
3570,Oak St. Draft House,"308 E. Oak Street, Denton, TX 76201",Nathan Zaremba,76201,N797302,On Premise,Denton,Denton,James Liston
3572,NRH Beer and Wine,"6705 Mid Cities Blvd., North Richland Hills, TX 76182",Justin Page,76182,BQ798933,Off Premise,North Richland Hills,Tarrant,Ronald Streng
3574,North Oak Cliff Beer & Wine,"1301 W. Davis Street, Dallas, TX 75208",Brandon Byrd,75208,BF793135,Off Premise,Dallas,Dallas,Joe Fronczek
3583,Midway Mart,"406 West Hickory, Denton, TX 76201",Jeff Martin,76201,BQ308007,Off Premise,Denton,Denton,James Liston
3584,Metzler's - Teasley,"628 Londonderry Lane, Denton, TX 76201",Jeff Martin,76201,BG411020,On Premise,Denton,Denton,James Liston
3586,Mellow Mushroom - Denton,"217 E. Hickory Street, Denton, TX 76201",Nathan Zaremba,76201,RM765130,On Premise,Denton,Denton,James Liston
3588,Mellow Mushroom - Southlake,"2820 E. Southlake Blvd., Southlake, TX 76092",Nathan Zaremba,76092,MB796994,On Premise,Southlake,Tarrant,Justin Stryker
3589,Mellow Mushroom - Rockwall,"550 I-30 East, Rockwall, TX 75087",Hudson Boyd,75087,RM862319,On Premise,Rockwall,Rockwall,Jose Vital
3590,Mellow Mushroom - McKinney,"218 E. Louisiana Street, Suite 101, McKinney, TX 75069",Hudson Boyd,75069,RM838791,On Premise,McKinney,Collin,Ronald Streng
3593,Market Street #566 - Plano,"1929 Preston Road, Plano, TX 75093",Brian Schick,75093,BQ715638,Off Premise,Plano,Collin,Michael Weldon
3594,Market Street #561 - McKinney,"6100 W. Eldorado Pkwy., McKinney, TX 75070",Brian Schick,75070,BQ561652,Off Premise,McKinney,Collin,Ronald Streng
3595,Market Street #562 - Frisco,"11999 Dallas Pkwy., Frisco, TX 75034",Brian Schick,75034,BQ697935,Off Premise,Frisco,Denton,Ronald Streng
3596,Market Street #565 - Flower Mound,"3800 Long Prairie Road, Flower Mound, TX 75028",Jeff Martin,75028,BG858628,Off Premise,Flower Mound,Denton,James Liston
3597,Market Street #564 - Coppell,"700 N. Denton Tap Road, Coppell, TX 75019",Jeff Martin,75019,BQ711775,Off Premise,Coppell,Dallas,James Liston
3598,Market Street #560 - Colleyville,"5605 Colleyville Blvd., Colleyville, TX 76034",Jeff Martin,76034,BQ541472,Off Premise,Colleyville,Tarrant,Justin Stryker
3599,Market Street #563 - Allen,"985 W. Bethany Drive, Allen, TX 75013",Brian Schick,75013,BF684527,Off Premise,Allen,Collin,Ronald Streng
3600,Malone's Pub,"1303 Calhoun Street, Fort Worth, TX 76102",Taylor Coward,76102,MB478079,On Premise,Fort Worth,Tarrant,Joe Fronczek
3606,LUCK,"3011 Gulden Street, #112, Dallas, TX 75212",Harrison Boyland,75212,RM850861,On Premise,Dallas,Dallas,Joe Fronczek
3607,Lone Star Beer & Wine,"3065 N. Josey, # 62, Carrollton, TX 75007",Jeff Martin,75007,BQ636221,Off Premise,Carrollton,Denton,Jeff Martin
3609,The Londoner - Rockwall,"308 N.Fannin Street, Rockwall, TX 75087",Hudson Boyd,75087,RM867585,On Premise,Rockwall,Rockwall,Jose Vital
3611,British Lion,"5454 Main Street, Suite 123, Frisco, TX 75034",Hudson Boyd,75034,N822584,On Premise,Frisco,Collin,Ronald Streng
3612,The Londoner - Colleyville,"5150 Colleyville Blvd., Colleyville, TX 76034",Nathan Zaremba,76034,MB828229,On Premise,Colleyville,Tarrant,Justin Stryker
3614,The Londoner - Addison,"14930 Midway Road, Addison, TX 75001",Harrison Boyland,75001,MB570614,On Premise,Addison,Dallas,Jose Vital
3618,The Libertine Bar,"2101 Greenville Ave., Dallas, TX 75206",Mason Lowe,75206,MB632196,On Premise,Dallas,Dallas,Joe Fronczek
3623,Lakewood Medallion,"5748 Live Oak Street, Dallas, TX 75206",Brandon Byrd,75206,P897659,Off Premise,Dallas,Dallas,James Hall
3624,Lakewood Growler,"6448 E. Mockingbird Lane, Dallas, TX 75214",Mason Lowe,75214,BG860185,On Premise,Dallas,Dallas,James Hall
3625,Lake View Liquor,"7826 Garland Road, Dallas, TX 75218",Brandon Byrd,75218,P802852,Off Premise,Dallas,Dallas,James Hall
3652,Kool Keg - Arlington,"207 S. East Street, Arlington, TX 76010",Taylor Coward,76010,BQ766952,On Premise,Arlington,Tarrant,Joe Fronczek
3655,King's Liquors,"2810 West Berry Street, Fort Worth, TX 76109",Justin Page,76109,BF196425,Off Premise,Fort Worth,Tarrant,Joe Fronczek
3656,Kelly's at the Village,"190 E. Stacy Road, Suite 1204, Allen, TX 75002",Hudson Boyd,75002,RM807580,On Premise,Allen,Collin,Ronald Streng
3657,Kegs & Barrels - Plano,"1905 W. 15th Street, Plano, TX 75075",Brian Schick,75075,BF845200,Off Premise,Plano,Collin,Ronald Streng
3661,Joe's Fast Lane,"1234 S. Broadway Street, Sulphur Springs, TX 75482",Ronnie Esposito,75482,BF828024,Off Premise,Sulphur Springs,None,East Texas Drivers
3665,Jack Mac's Swill & Grill,"19009 Preston Road, Suite 209, Dallas, TX 75252",Hudson Boyd,75252,RM812643,On Premise,Dallas,Collin,Jose Vital
3666,J. Macklin's Grill,"130 N Denton Tap Road #120, Coppell, TX 75019",Nathan Zaremba,75019,RM728390,On Premise,Coppell,Dallas,James Liston
3669,Inwood Tavern,"7717 Inwood Road, Dallas, TX 75209",Harrison Boyland,75209,MB879767,On Premise,Dallas,Dallas,Ronald Streng
3673,Hopdoddy - Preston Center,"6030 Luther Lane, Suite 100, Dallas, TX 75225",Harrison Boyland,75225,RM819804,On Premise,Dallas,Dallas,Jose Vital
3675,Holy Grail,"8240 Preston Road, Suite 150, Plano, TX 75204",Hudson Boyd,75204,RM729632,On Premise,Plano,Collin,Ronald Streng
3677,HG Sply Co. - Dallas,"2008 Greenville Ave., Dallas, TX 75206",Mason Lowe,75206,MB828661,On Premise,Dallas,Dallas,Joe Fronczek
3678,Henderson Tap House,"2323 Henderson Ave. Ste 101-102, Dallas, TX 75206",Mason Lowe,75206,MB864159,On Premise,Dallas,Dallas,Joe Fronczek
3679,HEB 16 Burleson,"165 NW John Jones Drive, Burleson, TX 76028",Justin Page,76028,BQ749563,Off Premise,Burleson,Johnson,Jose Vital
3680,Haystack - Richardson,"100 S. Central Expressway, Suite17, Richardson, TX 75080",Harrison Boyland,75080,RM840141,On Premise,Richardson,Dallas,Jose Vital
3684,Grub Burger Bar - Dallas,"4925 Greenville Ave., Dallas, TX 75206",Mason Lowe,75206,MB847725,On Premise,Dallas,Dallas,James Hall
3689,Grapevine Beer & Wine,"2100 W. Northwest Hwy, Grapevine, TX 76051",Jeff Martin,76051,BQ697363,Off Premise,Grapevine,Tarrant,Justin Stryker
3692,Goody Goody - Addison,"14851 Inwood Road, Addison, TX 75001",Brandon Byrd,75001,BF409430,Off Premise,Addison,Dallas,Jose Vital
3695,Goody Goody - Oak Lawn,"3316 Oak Lawn, Dallas, TX 75219",Brandon Byrd,75219,BF568306,Off Premise,Dallas,Dallas,James Hall
3696,Goody Goody - Little Elm,"103 FM 423, Little Elm, TX 75068",Jeff Martin,75068,BF671330,Off Premise,Little Elm,Denton,Michael Weldon
3697,Goody Goody - Highland Village,"1950 Justin Rd, Highland Village, TX 75077",Jeff Martin,75077,BF455949,Off Premise,Highland Village,Denton,James Liston
3698,Goody Goody - Greenville Ave.,"7124 Greenville Ave, Dallas, TX 75231",Brandon Byrd,75231,BF176178,Off Premise,Dallas,Dallas,Joe Fronczek
3700,Goodfriend Burger,"1154 Peavy Road, Dallas, TX 75218",Mason Lowe,75218,RM779581,On Premise,Dallas,Dallas,James Hall
3710,The Foundry,"2303 Pittman Street, Dallas, TX 75208",Harrison Boyland,75208,RM794039,On Premise,Dallas,Dallas,Joe Fronczek
3711,Fossil Creek Liquor - Plano,"1100 S. Preston Road, Plano, TX 75093",Brian Schick,75093,BF848719,Off Premise,Plano,Collin,Ronald Streng
3712,Fossil Creek Liquor - Lewisville,"755 State Hwy 121, Lewisville, TX 75067",Jeff Martin,75067,BF867715,Off Premise,Lewisville,Denton,James Liston
3713,Fossil Creek Liquor - Ft. Worth,"1900 Western Center Blvd., Fort Worth, TX 76131",Jeff Martin,76131,BF497392,Off Premise,Fort Worth,Tarrant,Justin Stryker
3718,Fish City Grill - Irving,"7750 North MacArthur Blvd., Irving, TX 75063",Nathan Zaremba,75063,MB806974,On Premise,Irving,Dallas,Ronald Streng
3722,Thirteen Pies West 7th,"2949 Crockett Street, Fort Worth, TX 76107",Taylor Coward,76107,MB751777,On Premise,Fort Worth,Tarrant,Jose Vital
3726,Fuel Up Mart,"4331 Kelly Elliott Road, Arlington, TX 76016",Justin Page,76016,BQ988569,Off Premise,Arlington,Tarrant,James Liston
3732,Goody Goody - Colleyville,"4701 Colleyville Blvd., Colleyville, TX 76034",Jeff Martin,76034,BF783784,Off Premise,Colleyville,Tarrant,Justin Stryker
3734,The Fillmore Pub,"1004 E. 15th Street, Plano, TX 75074",Hudson Boyd,75074,RM663803,On Premise,Plano,Collin,Ronald Streng
3736,The Brass Tap - Ft. Worth,"901 Houston Street, Suite 102, Fort Worth, TX 76102",Taylor Coward,76102,BG863361,On Premise,Fort Worth,Tarrant,Joe Fronczek
3739,The Bottle Shop - Ft. Worth,"2805 Crockett Street, Fort Worth, TX 76107",Taylor Coward,76107,BF764955,Off Premise,Fort Worth,Tarrant,Joe Fronczek
3740,Texas Theatre,"231 W. Jefferson Road, Dallas, TX 75208",Harrison Boyland,75208,RM825245,On Premise,Dallas,Dallas,Joe Fronczek
3742,Tex Max Beer & Wine,"3349 Western Center Blvd., Suite 151, Fort Worth, TX 76137",Jeff Martin,76137,BQ753085,Off Premise,Fort Worth,Tarrant,Justin Stryker
3744,Taverna Rossa - Plano,"4005 Preston Road, Suite 512, Plano, TX 75093",Hudson Boyd,75093,RM835068,On Premise,Plano,Collin,Ronald Streng
3754,Square Burger,"115 N. Kentucky Street, McKinney, TX 75069",Hudson Boyd,75069,RM745616,On Premise,McKinney,Collin,Ronald Streng
